CPD_ID,DO_CHEMISTRY,CHEMISTRY_COMMENT,MW,MW_DES,ALOGP,ALOGP_DES,HBD,HBD_DES,HBA,HBA_DES,PSA,PSA_DES,ROTB,ROTB_DES,AROM,AROM_DES,ALERTS,ALERTS_DES,UNWEIGHTED_QED,QED
7818,NO,too complex,366.32095,0.777,1.84,0.937,2,0.792,7,0.332,97.75,0.71,0,0.395,2,0.938,0,0.842,0.674,0.734
7819,NO,too complex,462.48959,0.276,3.166,0.99,0,0.592,9,0.107,114.43,0.537,8,0.4,0,0.472,4,0.027,0.287,0.232
7820,NO,too complex,486.72629,0.204,5.524,0.265,2,0.792,4,0.887,66.76,0.962,10,0.212,0,0.472,3,0.082,0.363,0.242
7821,NO,too complex,374.38448,0.728,2.273,0.98,1,0.987,7,0.332,99.13,0.696,3,0.993,0,0.472,4,0.027,0.461,0.35
7822,NO,too complex,613.8743,0.054,5.661,0.223,3,0.379,5,0.726,86.99,0.814,3,0.993,2,0.938,1,0.64,0.447,0.389
7823,NO,too complex,566.68178,0.082,5.107,0.422,0,0.592,8,0.191,105.2,0.633,9,0.293,1,0.827,3,0.082,0.289,0.231
7824,NO,too complex,346.37438,0.889,0.525,0.637,1,0.987,6,0.525,82.06,0.857,0,0.395,0,0.472,1,0.64,0.645,0.644
7825,NO,too complex,436.40926,0.379,-0.071,0.45,5,0.055,10,0.062,155.14,0.204,4,0.97,1,0.827,1,0.64,0.297,0.405
7826,NO,too complex,492.47252,0.19,-1.07,0.201,5,0.055,11,0.04,167.67,0.145,8,0.4,1,0.827,2,0.241,0.177,0.221
7827,NO,too complex,432.50667,0.397,3.481,0.963,0,0.592,7,0.332,88.13,0.804,7,0.533,0,0.472,4,0.027,0.377,0.263
7828,NO,too complex,218.33458,0.565,3.121,0.993,0,0.592,1,0.233,17.07,0.546,0,0.395,0,0.472,1,0.64,0.516,0.571
7829,NO,too complex,329.34715,0.96,1.38,0.861,1,0.987,5,0.726,83.91,0.841,4,0.97,1,0.827,1,0.64,0.843,0.844
7830,NO,too complex,244.28574,0.746,2.337,0.985,0,0.592,3,0.985,38.83,0.938,0,0.395,0,0.472,2,0.241,0.606,0.485
7831,NO,too complex,438.59891,0.369,6.487,0.08,1,0.987,4,0.887,47.92,0.993,5,0.848,1,0.827,1,0.64,0.572,0.534
7832,NO,too complex,378.41623,0.703,0.149,0.519,3,0.379,6,0.525,112.66,0.555,4,0.97,1,0.827,0,0.842,0.637,0.687
7833,NO,too complex,380.51823,0.689,1.438,0.872,4,0.147,5,0.726,90.15,0.785,3,0.993,0,0.472,1,0.64,0.592,0.556
7834,NO,too complex,412.51857,0.499,4.64,0.63,0,0.592,5,0.726,61.83,0.983,1,0.637,1,0.827,1,0.64,0.678,0.629
7835,NO,too complex,350.44919,0.868,2.323,0.984,2,0.792,5,0.726,75.99,0.904,0,0.395,0,0.472,1,0.64,0.693,0.656
7836,NO,too complex,430.49079,0.406,3.852,0.899,1,0.987,7,0.332,91.29,0.774,5,0.848,1,0.827,1,0.64,0.672,0.71
7837,NO,too complex,414.38535,0.488,2.842,1,2,0.792,7,0.332,139.48,0.307,2,0.87,3,0.257,1,0.64,0.524,0.615
7838,NO,too complex,338.31085,0.926,3.217,0.987,0,0.592,5,0.726,67.13,0.96,3,0.993,3,0.257,0,0.842,0.73,0.733
7839,NO,too complex,314.41863,0.995,4.447,0.711,1,0.987,2,0.93,50.44,0.998,0,0.395,1,0.827,0,0.842,0.806,0.769
7840,NO,too complex,424.48621,0.436,2.437,0.99,0,0.592,5,0.726,67.13,0.96,2,0.87,1,0.827,2,0.241,0.648,0.539
7841,NO,too complex,334.44979,0.942,3.472,0.964,2,0.792,3,0.985,62.83,0.98,0,0.395,1,0.827,1,0.64,0.786,0.714
7842,NO,too complex,360.48707,0.812,4.926,0.502,0,0.592,4,0.887,52.6,1,6,0.689,0,0.472,2,0.241,0.6,0.498
7843,NO,too complex,336.46568,0.934,1.963,0.952,2,0.792,4,0.887,58.92,0.992,0,0.395,0,0.472,1,0.64,0.722,0.664
7844,NO,too complex,472.48441,0.244,1.466,0.878,1,0.987,9,0.107,117.59,0.505,7,0.533,1,0.827,2,0.241,0.432,0.465
7845,NO,too complex,412.60469,0.498,4.977,0.479,2,0.792,3,0.985,52.98,1,9,0.293,0,0.472,1,0.64,0.599,0.525
7846,NO,too complex,226.31197,0.62,0.899,0.747,2,0.792,3,0.985,49.69,0.997,2,0.87,0,0.472,1,0.64,0.745,0.688
7847,NO,too complex,428.51797,0.416,2.078,0.964,1,0.987,6,0.525,89.9,0.787,0,0.395,0,0.472,1,0.64,0.611,0.594
7848,NO,too complex,480.54793,0.221,3.052,0.996,2,0.792,9,0.107,128.59,0.399,7,0.533,0,0.472,3,0.082,0.333,0.321
7849,NO,too complex,318.4504,0.988,4.306,0.766,1,0.987,3,0.985,46.53,0.988,0,0.395,0,0.472,2,0.241,0.652,0.535
7850,NO,too complex,488.69911,0.2,3.42,0.97,3,0.379,5,0.726,90.29,0.784,4,0.97,0,0.472,0,0.842,0.597,0.564
7851,NO,too complex,384.13604,0.667,4.62,0.639,1,0.987,2,0.93,29.46,0.81,5,0.848,0,0.472,2,0.241,0.647,0.554
7852,NO,too complex,476.55923,0.232,-0.069,0.45,5,0.055,8,0.191,136.68,0.329,1,0.637,0,0.472,1,0.64,0.303,0.332
7853,NO,too complex,380.43211,0.69,0.105,0.505,4,0.147,7,0.332,124.29,0.439,2,0.87,0,0.472,0,0.842,0.475,0.536
7854,NO,too complex,558.66131,0.089,6.215,0.111,2,0.792,7,0.332,110.13,0.582,9,0.293,2,0.938,3,0.082,0.276,0.214
7855,NO,too complex,478.61971,0.226,6.279,0.102,2,0.792,5,0.726,83.83,0.842,8,0.4,0,0.472,4,0.027,0.294,0.186
7856,NO,too complex,262.30102,0.862,1.229,0.829,0,0.592,4,0.887,48.06,0.993,0,0.395,0,0.472,2,0.241,0.6,0.486
7857,NO,too complex,478.49207,0.226,5.981,0.149,4,0.147,6,0.525,115.06,0.531,1,0.637,4,0.035,0,0.842,0.267,0.268
7858,NO,too complex,514.69333,0.146,4.915,0.507,3,0.379,6,0.525,104.06,0.645,6,0.689,0,0.472,3,0.082,0.355,0.264
7859,NO,too complex,296.35875,0.993,0.173,0.526,3,0.379,5,0.726,86.99,0.814,2,0.87,0,0.472,2,0.241,0.573,0.499
7860,NO,too complex,568.74072,0.08,6.955,0.05,0,0.592,7,0.332,88.13,0.804,14,0.053,1,0.827,4,0.027,0.171,0.104
7861,NO,too complex,342.38567,0.908,2.138,0.97,1,0.987,5,0.726,76.13,0.903,0,0.395,0,0.472,2,0.241,0.633,0.539
7862,NO,too complex,574.65918,0.076,3.456,0.966,0,0.592,10,0.062,134.8,0.344,9,0.293,0,0.472,4,0.027,0.207,0.174
7863,NO,too complex,262.34407,0.862,3.196,0.989,0,0.592,2,0.93,39.44,0.944,1,0.637,1,0.827,1,0.64,0.788,0.729
7864,NO,too complex,304.46688,1,4.173,0.812,1,0.987,2,0.93,29.46,0.81,4,0.97,0,0.472,1,0.64,0.805,0.79
7865,NO,too complex,336.46568,0.934,1.923,0.947,4,0.147,4,0.887,80.92,0.867,5,0.848,0,0.472,1,0.64,0.632,0.578
7866,NO,too complex,278.4296,0.942,3.405,0.971,0,0.592,2,0.93,18.46,0.578,0,0.395,0,0.472,0,0.842,0.68,0.676
7867,NO,too complex,314.41864,0.995,4.576,0.658,0,0.592,2,0.93,39.44,0.944,3,0.993,1,0.827,1,0.64,0.806,0.766
7868,NO,too complex,304.29463,1,0.1,0.503,1,0.987,6,0.525,85.36,0.829,0,0.395,0,0.472,1,0.64,0.633,0.639
7869,NO,too complex,338.48156,0.925,2.908,0.999,2,0.792,4,0.887,58.92,0.992,0,0.395,0,0.472,0,0.842,0.751,0.713
7870,NO,too complex,232.31809,0.662,2.972,0.998,1,0.987,1,0.233,33.37,0.872,0,0.395,1,0.827,0,0.842,0.661,0.733
7871,NO,too complex,248.3175,0.773,1.808,0.933,0,0.592,3,0.985,43.37,0.973,1,0.637,0,0.472,2,0.241,0.644,0.525
7872,NO,too complex,388.41105,0.64,2.366,0.986,2,0.792,6,0.525,106.2,0.623,4,0.97,1,0.827,2,0.241,0.65,0.606
7873,NO,too complex,327.50682,0.966,3.271,0.984,0,0.592,3,0.985,9.72,0.384,0,0.395,0,0.472,1,0.64,0.632,0.632
7874,NO,too complex,338.44334,0.926,1.149,0.81,0,0.592,3,0.985,26.63,0.756,1,0.637,2,0.938,1,0.64,0.772,0.73
7875,NO,too complex,431.52192,0.401,1.155,0.812,2,0.792,7,0.332,96.3,0.725,4,0.97,0,0.472,1,0.64,0.606,0.645
7876,NO,too complex,431.52192,0.401,1.155,0.812,2,0.792,7,0.332,96.3,0.725,4,0.97,0,0.472,1,0.64,0.606,0.645
7877,NO,too complex,179.25878,0.332,1.423,0.869,0,0.592,2,0.93,20.31,0.621,0,0.395,0,0.472,0,0.842,0.594,0.56
7878,NO,too complex,487.55025,0.202,1.664,0.912,3,0.379,6,0.525,114.34,0.538,3,0.993,2,0.938,0,0.842,0.594,0.607
7879,NO,too complex,559.69904,0.088,3.506,0.96,3,0.379,5,0.726,106.77,0.617,6,0.689,3,0.257,0,0.842,0.463,0.429
7880,NO,too complex,386.44638,0.653,3.441,0.968,2,0.792,3,0.985,77.56,0.893,3,0.993,3,0.257,0,0.842,0.745,0.724
7881,NO,too complex,534.68958,0.115,3.999,0.863,3,0.379,5,0.726,99.77,0.69,8,0.4,2,0.938,0,0.842,0.527,0.476
7882,NO,too complex,473.68777,0.24,4.288,0.772,2,0.792,5,0.726,67.78,0.956,2,0.87,0,0.472,1,0.64,0.636,0.586
7883,NO,too complex,444.64985,0.343,4.924,0.503,1,0.987,4,0.887,62.13,0.982,1,0.637,0,0.472,1,0.64,0.641,0.583
7884,NO,too complex,333.42197,0.946,2.146,0.97,2,0.792,4,0.887,66.76,0.962,1,0.637,1,0.827,2,0.241,0.728,0.61
7885,NO,too complex,534.68958,0.115,4.392,0.733,2,0.792,5,0.726,90.97,0.777,6,0.689,2,0.938,0,0.842,0.615,0.574
7886,NO,too complex,426.51023,0.426,3.499,0.961,1,0.987,4,0.887,65.01,0.97,2,0.87,2,0.938,1,0.64,0.808,0.747
7887,NO,too complex,153.17844,0.224,-0.295,0.383,0,0.592,3,0.985,32.84,0.865,0,0.395,0,0.472,0,0.842,0.536,0.479
7888,NO,too complex,515.68139,0.144,4.06,0.846,3,0.379,6,0.525,112.93,0.553,10,0.212,0,0.472,3,0.082,0.32,0.23
7889,NO,too complex,515.68139,0.144,4.06,0.846,3,0.379,6,0.525,112.93,0.553,10,0.212,0,0.472,3,0.082,0.32,0.23
7890,NO,too complex,427.53322,0.421,2.713,0.999,1,0.987,6,0.525,76.07,0.904,5,0.848,1,0.827,1,0.64,0.738,0.729
7891,NO,too complex,397.63641,0.584,5.273,0.354,1,0.987,2,0.93,23.47,0.691,0,0.395,0,0.472,1,0.64,0.595,0.563
7892,NO,too complex,430.66633,0.405,3.49,0.962,3,0.379,4,0.887,67.51,0.958,0,0.395,0,0.472,0,0.842,0.612,0.55
7893,NO,too complex,359.50232,0.817,1.163,0.814,2,0.792,4,0.887,60.77,0.987,1,0.637,0,0.472,0,0.842,0.765,0.738
7894,NO,too complex,590.66495,0.065,6.603,0.07,0,0.592,8,0.191,80.1,0.873,4,0.97,4,0.035,0,0.842,0.244,0.263
7895,NO,too complex,324.41675,0.975,1.252,0.834,1,0.987,4,0.887,41.57,0.961,0,0.395,1,0.827,0,0.842,0.812,0.78
7896,NO,too complex,324.41675,0.975,1.252,0.834,1,0.987,4,0.887,41.57,0.961,0,0.395,1,0.827,0,0.842,0.812,0.78
7897,NO,too complex,266.38067,0.885,4.175,0.811,1,0.987,1,0.233,19.03,0.591,1,0.637,2,0.938,0,0.842,0.686,0.82
7898,NO,too complex,385.53959,0.658,3.786,0.914,0,0.592,4,0.887,38.77,0.937,2,0.87,0,0.472,2,0.241,0.643,0.536
7899,NO,too complex,467.68319,0.259,5.075,0.436,0,0.592,3,0.985,46.61,0.989,4,0.97,0,0.472,2,0.241,0.54,0.428
7900,NO,too complex,397.63641,0.584,5.624,0.234,1,0.987,2,0.93,32.59,0.861,2,0.87,0,0.472,1,0.64,0.641,0.613
7901,NO,too complex,559.77702,0.088,3.877,0.894,4,0.147,7,0.332,111.74,0.565,5,0.848,0,0.472,1,0.64,0.392,0.378
7902,NO,too complex,447.6505,0.331,2.589,0.997,3,0.379,4,0.887,77.75,0.891,0,0.395,0,0.472,2,0.241,0.508,0.394
7903,NO,too complex,704.85372,0.034,2.5,0.993,3,0.379,10,0.062,106.97,0.615,2,0.87,2,0.938,1,0.64,0.355,0.404
7904,NO,too complex,381.59395,0.683,5.136,0.41,1,0.987,2,0.93,29.1,0.803,2,0.87,0,0.472,0,0.842,0.719,0.718
7905,NO,too complex,469.65601,0.253,4.911,0.509,0,0.592,5,0.726,72.8,0.927,5,0.848,0,0.472,1,0.64,0.582,0.535
7906,NO,too complex,577.7923,0.073,2.663,0.998,5,0.055,8,0.191,122.85,0.453,3,0.993,0,0.472,1,0.64,0.318,0.325
7907,NO,too complex,491.61693,0.193,0.227,0.543,5,0.055,8,0.191,130.69,0.38,0,0.395,0,0.472,1,0.64,0.29,0.305
7908,NO,too complex,304.341,1,0.968,0.765,0,0.592,6,0.525,68.73,0.951,5,0.848,1,0.827,1,0.64,0.751,0.755
7909,NO,too complex,416.46751,0.477,0.234,0.546,5,0.055,7,0.332,118.41,0.497,5,0.848,2,0.938,1,0.64,0.432,0.443
7910,NO,too complex,401.64829,0.561,4.437,0.715,1,0.987,1,0.233,29.1,0.803,10,0.212,0,0.472,2,0.241,0.454,0.426
7911,NO,too complex,458.63337,0.289,2.098,0.966,0,0.592,6,0.525,66.92,0.961,6,0.689,0,0.472,2,0.241,0.533,0.449
7912,NO,too complex,263.24756,0.867,2.369,0.987,1,0.987,3,0.985,47.56,0.992,0,0.395,3,0.257,1,0.64,0.693,0.633
7913,NO,too complex,264.27867,0.873,2.068,0.963,0,0.592,3,0.985,42.43,0.967,1,0.637,3,0.257,1,0.64,0.687,0.632
7914,NO,too complex,329.38868,0.96,-0.544,0.315,3,0.379,7,0.332,99.46,0.693,7,0.533,0,0.472,2,0.241,0.447,0.426
7915,NO,too complex,296.40665,0.993,2.906,0.999,1,0.987,3,0.985,32.34,0.857,1,0.637,1,0.827,0,0.842,0.882,0.865
7916,NO,too complex,389.48523,0.634,2.349,0.985,1,0.987,6,0.525,76.06,0.904,2,0.87,0,0.472,1,0.64,0.726,0.731
7917,NO,too complex,405.48463,0.538,0.363,0.587,1,0.987,7,0.332,80.76,0.868,1,0.637,0,0.472,1,0.64,0.602,0.631
7918,NO,too complex,594.78437,0.063,10.434,0.024,2,0.792,2,0.93,50.04,0.998,2,0.87,6,0.01,1,0.64,0.225,0.196
7919,NO,too complex,314.50806,0.995,3.049,0.996,2,0.792,2,0.93,52.04,1,1,0.637,0,0.472,0,0.842,0.81,0.781
7920,NO,too complex,353.36855,0.852,3.662,0.937,2,0.792,6,0.525,81.04,0.866,2,0.87,3,0.257,0,0.842,0.694,0.732
7921,NO,too complex,568.7504,0.08,7.913,0.029,2,0.792,2,0.93,51.2,0.999,2,0.87,5,0.012,1,0.64,0.242,0.213
7922,NO,too complex,503.58611,0.166,2.175,0.973,0,0.592,7,0.332,89.97,0.787,5,0.848,1,0.827,2,0.241,0.505,0.449
7923,NO,too complex,341.48704,0.912,3.737,0.923,0,0.592,3,0.985,38.65,0.936,2,0.87,0,0.472,2,0.241,0.68,0.567
7924,NO,too complex,341.48704,0.912,3.37,0.975,0,0.592,3,0.985,29.54,0.811,0,0.395,0,0.472,2,0.241,0.609,0.5
7925,NO,too complex,469.69907,0.252,4.365,0.744,1,0.987,4,0.887,47.56,0.992,5,0.848,0,0.472,0,0.842,0.696,0.65
7926,NO,too complex,575.65207,0.075,3.411,0.971,2,0.792,8,0.191,119.19,0.489,8,0.4,3,0.257,1,0.64,0.37,0.393
7927,NO,too complex,337.32609,0.93,2.166,0.972,0,0.592,5,0.726,57.23,0.996,0,0.395,2,0.938,0,0.842,0.768,0.737
7928,NO,too complex,264.36326,0.873,-0.067,0.451,1,0.987,3,0.985,43.78,0.975,0,0.395,0,0.472,0,0.842,0.702,0.666
7929,NO,too complex,427.61934,0.42,4.172,0.812,1,0.987,4,0.887,58.89,0.992,2,0.87,0,0.472,0,0.842,0.752,0.718
7930,NO,too complex,544.59498,0.103,3.024,0.997,1,0.987,9,0.107,106.7,0.618,7,0.533,2,0.938,3,0.082,0.359,0.32
7931,NO,too complex,342.51816,0.907,4.059,0.847,1,0.987,3,0.985,35.83,0.905,0,0.395,0,0.472,2,0.241,0.646,0.533
7932,NO,too complex,694.81254,0.035,7.41,0.036,0,0.592,10,0.062,80.32,0.871,11,0.151,5,0.012,1,0.64,0.121,0.131
7933,NO,too complex,366.41038,0.776,2.786,1,1,0.987,5,0.726,73.05,0.925,2,0.87,2,0.938,2,0.241,0.751,0.654
7934,NO,too complex,364.3945,0.789,2.752,1,1,0.987,5,0.726,73.58,0.921,2,0.87,3,0.257,2,0.241,0.64,0.559
7935,NO,too complex,526.53509,0.127,0.842,0.731,5,0.055,10,0.062,163.59,0.162,8,0.4,3,0.257,2,0.241,0.183,0.21
7936,NO,too complex,278.38984,0.942,1.457,0.876,1,0.987,3,0.985,43.78,0.975,0,0.395,0,0.472,0,0.842,0.77,0.729
7937,NO,too complex,276.37396,0.934,1.342,0.853,1,0.987,3,0.985,43.78,0.975,0,0.395,0,0.472,1,0.64,0.74,0.679
7938,NO,too complex,479.60778,0.223,4.286,0.773,1,0.987,6,0.525,68.23,0.954,4,0.97,2,0.938,1,0.64,0.687,0.66
7939,NO,too complex,369.45738,0.758,1.394,0.864,2,0.792,3,0.985,74.58,0.914,2,0.87,2,0.938,0,0.842,0.868,0.84
7940,NO,too complex,313.36935,0.996,0.774,0.712,0,0.592,6,0.525,81.29,0.863,2,0.87,0,0.472,2,0.241,0.609,0.553
7941,NO,too complex,632.83412,0.047,6.333,0.096,1,0.987,6,0.525,61.04,0.986,5,0.848,3,0.257,2,0.241,0.324,0.262
7942,NO,too complex,690.8702,0.035,5.357,0.322,0,0.592,9,0.107,74.79,0.913,6,0.689,2,0.938,2,0.241,0.317,0.295
7943,NO,too complex,426.50539,0.426,2.104,0.966,1,0.987,7,0.332,79.3,0.879,5,0.848,1,0.827,2,0.241,0.614,0.571
7944,NO,too complex,427.61933,0.42,4.947,0.492,1,0.987,3,0.985,55.4,0.999,3,0.993,0,0.472,1,0.64,0.704,0.649
7945,NO,too complex,518.77299,0.139,6.382,0.09,1,0.987,4,0.887,41.57,0.961,7,0.533,1,0.827,1,0.64,0.483,0.425
7946,NO,too complex,442.72009,0.351,4.199,0.803,1,0.987,3,0.985,35.83,0.905,3,0.993,0,0.472,1,0.64,0.723,0.666
7947,NO,too complex,514.73969,0.145,3.12,0.993,0,0.592,5,0.726,59.08,0.992,4,0.97,0,0.472,1,0.64,0.605,0.54
7948,NO,too complex,388.5866,0.639,1.567,0.896,3,0.379,4,0.887,89.34,0.793,2,0.87,0,0.472,0,0.842,0.692,0.67
7949,NO,too complex,478.75219,0.226,6.219,0.11,0,0.592,3,0.985,23.55,0.693,4,0.97,0,0.472,1,0.64,0.482,0.448
7950,NO,too complex,523.66033,0.131,2.711,0.999,0,0.592,7,0.332,66.46,0.963,8,0.4,1,0.827,2,0.241,0.459,0.384
7951,NO,too complex,689.78964,0.035,-0.438,0.343,2,0.792,13,0.024,151.68,0.224,13,0.076,1,0.827,1,0.64,0.195,0.258
7952,NO,too complex,510.50409,0.153,6.273,0.103,2,0.792,5,0.726,70,0.944,13,0.076,1,0.827,2,0.241,0.327,0.242
7953,NO,too complex,317.51199,0.99,2.581,0.996,2,0.792,3,0.985,27.29,0.769,1,0.637,0,0.472,0,0.842,0.789,0.778
7954,NO,too complex,309.44518,0.999,4.142,0.821,0,0.592,2,0.93,29.96,0.818,6,0.689,1,0.827,1,0.64,0.778,0.739
7955,NO,too complex,438.6287,0.369,5.672,0.22,2,0.792,4,0.887,80.84,0.867,6,0.689,2,0.938,2,0.241,0.544,0.45
7956,NO,too complex,428.47821,0.416,1.903,0.945,1,0.987,6,0.525,86.85,0.815,4,0.97,2,0.938,3,0.082,0.577,0.455
7957,NO,too complex,600.79225,0.06,7.384,0.036,2,0.792,4,0.887,64.36,0.973,3,0.993,4,0.035,2,0.241,0.243,0.19
7958,NO,too complex,317.2934,0.99,0.572,0.652,3,0.379,6,0.525,105.09,0.634,0,0.395,1,0.827,0,0.842,0.622,0.646
7959,NO,too complex,357.35572,0.83,-2.055,0.085,5,0.055,8,0.191,137.71,0.321,4,0.97,0,0.472,1,0.64,0.302,0.362
7960,NO,too complex,299.32118,0.997,1.878,0.942,0,0.592,5,0.726,48,0.993,0,0.395,1,0.827,2,0.241,0.649,0.541
7961,NO,too complex,381.55089,0.683,3.937,0.879,1,0.987,2,0.93,40.54,0.953,0,0.395,1,0.827,0,0.842,0.785,0.739
7962,NO,too complex,365.33619,0.783,2.284,0.981,0,0.592,7,0.332,66.46,0.963,0,0.395,2,0.938,0,0.842,0.679,0.71
7963,NO,too complex,527.40698,0.125,3.376,0.974,1,0.987,6,0.525,77.1,0.896,4,0.97,2,0.938,1,0.64,0.653,0.615
7964,NO,too complex,350.41097,0.868,2.207,0.975,0,0.592,5,0.726,58.97,0.992,2,0.87,1,0.827,2,0.241,0.707,0.605
7965,NO,too complex,342.4751,0.908,2.043,0.96,2,0.792,4,0.887,46.94,0.99,3,0.993,1,0.827,0,0.842,0.897,0.883
7966,NO,too complex,606.66436,0.057,4.412,0.725,1,0.987,9,0.107,89.93,0.787,3,0.993,3,0.257,0,0.842,0.406,0.466
7967,NO,too complex,420.58539,0.456,3.461,0.965,2,0.792,6,0.525,82.36,0.855,5,0.848,0,0.472,4,0.027,0.449,0.307
7968,NO,too complex,487.67129,0.202,5.319,0.337,0,0.592,6,0.525,72.91,0.926,8,0.4,0,0.472,2,0.241,0.416,0.341
7969,NO,too complex,284.30984,0.964,1.842,0.937,1,0.987,3,0.985,62.4,0.981,2,0.87,2,0.938,1,0.64,0.905,0.856
7970,NO,too complex,315.36364,0.993,1.515,0.887,1,0.987,5,0.726,51.16,0.999,1,0.637,1,0.827,0,0.842,0.853,0.851
7971,NO,too complex,267.32084,0.89,1.074,0.792,2,0.792,5,0.726,62.16,0.982,3,0.993,1,0.827,0,0.842,0.851,0.858
7972,NO,too complex,309.35905,0.999,2.377,0.987,0,0.592,4,0.887,30.93,0.835,2,0.87,1,0.827,0,0.842,0.846,0.839
7973,NO,too complex,327.37433,0.966,2.676,0.999,1,0.987,5,0.726,59,0.992,2,0.87,2,0.938,0,0.842,0.91,0.919
7974,NO,too complex,329.34562,0.96,-0.86,0.242,1,0.987,7,0.332,108,0.604,8,0.4,0,0.472,2,0.241,0.463,0.456
7975,NO,too complex,358.56061,0.823,2.025,0.959,3,0.379,3,0.985,72.27,0.93,1,0.637,0,0.472,1,0.64,0.692,0.628
7976,NO,too complex,455.62943,0.3,2.865,1,0,0.592,4,0.887,63.68,0.976,4,0.97,0,0.472,2,0.241,0.601,0.483
7977,NO,too complex,562.7825,0.085,3.925,0.882,2,0.792,5,0.726,78.86,0.883,7,0.533,1,0.827,2,0.241,0.502,0.389
7978,NO,too complex,550.81485,0.096,5.316,0.338,1,0.987,5,0.726,53.01,1,7,0.533,1,0.827,1,0.64,0.534,0.466
7979,NO,too complex,511.73575,0.151,5.618,0.236,0,0.592,5,0.726,55.84,0.998,6,0.689,0,0.472,1,0.64,0.487,0.434
7980,NO,too complex,326.35136,0.97,3.725,0.925,3,0.379,2,0.93,76.8,0.899,1,0.637,4,0.035,0,0.842,0.519,0.498
7981,NO,too complex,642.82894,0.044,6.509,0.078,1,0.987,6,0.525,58.97,0.992,6,0.689,3,0.257,2,0.241,0.305,0.245
7982,NO,too complex,394.42862,0.604,4.717,0.596,3,0.379,4,0.887,93.46,0.753,3,0.993,6,0.01,1,0.64,0.396,0.379
7983,NO,too complex,558.70944,0.089,2.858,1,2,0.792,6,0.525,125.12,0.431,19,0.009,1,0.827,1,0.64,0.305,0.252
7984,NO,too complex,360.47529,0.812,3.682,0.933,0,0.592,4,0.887,60.5,0.988,3,0.993,4,0.035,1,0.64,0.552,0.523
7985,NO,too complex,279.3746,0.946,1.918,0.947,1,0.987,4,0.887,49.77,0.997,1,0.637,0,0.472,1,0.64,0.789,0.745
7986,NO,too complex,313.34621,0.996,-0.578,0.307,3,0.379,6,0.525,105.09,0.634,5,0.848,0,0.472,2,0.241,0.497,0.463
7987,NO,too complex,514.65357,0.146,4.124,0.827,1,0.987,6,0.525,99.98,0.687,13,0.076,2,0.938,1,0.64,0.458,0.404
7988,NO,too complex,333.37891,0.946,-0.093,0.443,1,0.987,6,0.525,73.86,0.919,3,0.993,0,0.472,0,0.842,0.728,0.778
7989,NO,too complex,247.25321,0.766,0.492,0.627,3,0.379,5,0.726,95.88,0.729,0,0.395,1,0.827,0,0.842,0.635,0.62
7990,NO,too complex,378.28673,0.703,3.723,0.926,1,0.987,4,0.887,66.59,0.963,2,0.87,3,0.257,0,0.842,0.753,0.738
7991,NO,too complex,389.48523,0.634,1.761,0.926,2,0.792,6,0.525,83.81,0.842,6,0.689,0,0.472,0,0.842,0.698,0.72
7992,NO,too complex,523.61727,0.131,1.765,0.927,2,0.792,7,0.332,117.76,0.503,4,0.97,1,0.827,2,0.241,0.486,0.456
7993,NO,too complex,677.80362,0.037,4.307,0.765,1,0.987,10,0.062,137.04,0.326,9,0.293,2,0.938,2,0.241,0.28,0.302
7994,NO,too complex,688.85432,0.035,5.626,0.233,0,0.592,8,0.191,77.76,0.891,3,0.993,3,0.257,2,0.241,0.291,0.259
7995,NO,too complex,429.47265,0.411,2.653,0.998,2,0.792,6,0.525,79.27,0.88,0,0.395,4,0.035,1,0.64,0.436,0.419
7996,NO,too complex,345.43268,0.893,-0.103,0.44,1,0.987,5,0.726,66.84,0.961,3,0.993,0,0.472,2,0.241,0.647,0.571
7997,NO,too complex,672.85492,0.038,5.781,0.192,0,0.592,7,0.332,59.41,0.991,5,0.848,3,0.257,2,0.241,0.305,0.252
7998,NO,too complex,318.53982,0.988,3.481,0.963,2,0.792,2,0.93,52.04,1,1,0.637,0,0.472,0,0.842,0.806,0.777
7999,NO,too complex,464.72562,0.268,6.34,0.095,0,0.592,2,0.93,23.55,0.693,4,0.97,1,0.827,0,0.842,0.533,0.519
8000,NO,too complex,456.70361,0.296,5.62,0.235,1,0.987,4,0.887,41.57,0.961,2,0.87,0,0.472,2,0.241,0.525,0.432
8001,NO,too complex,317.3413,0.99,2.627,0.998,2,0.792,4,0.887,78.87,0.883,3,0.993,4,0.035,1,0.64,0.583,0.569
8002,NO,too complex,165.2322,0.269,0.834,0.729,1,0.987,2,0.93,29.1,0.803,1,0.637,0,0.472,1,0.64,0.639,0.583
8003,NO,too complex,382.45283,0.677,2.602,0.997,1,0.987,5,0.726,71.63,0.934,2,0.87,2,0.938,1,0.64,0.835,0.809
8004,NO,too complex,397.48736,0.585,1.345,0.854,2,0.792,4,0.887,71.69,0.934,3,0.993,2,0.938,3,0.082,0.63,0.466
8005,NO,too complex,482.57019,0.215,5.008,0.465,0,0.592,5,0.726,59.08,0.992,2,0.87,2,0.938,0,0.842,0.643,0.603
8006,NO,too complex,576.76602,0.074,3.506,0.96,2,0.792,6,0.525,88.1,0.804,6,0.689,1,0.827,2,0.241,0.489,0.398
8007,NO,too complex,362.46319,0.8,1.465,0.877,1,0.987,5,0.726,70.08,0.944,3,0.993,0,0.472,2,0.241,0.694,0.608
