CPD_ID,DO_CHEMISTRY,CHEMISTRY_COMMENT,MW,MW_DES,ALOGP,ALOGP_DES,HBD,HBD_DES,HBA,HBA_DES,PSA,PSA_DES,ROTB,ROTB_DES,AROM,AROM_DES,ALERTS,ALERTS_DES,UNWEIGHTED_QED,QED
1,YES,-,287.41974,0.973,4.746,0.583,1,0.987,2,0.93,57.34,0.996,7,0.533,2,0.938,1,0.64,0.799,0.747
2,YES,-,333.40536,0.946,2.282,0.981,1,0.987,6,0.525,98.64,0.701,6,0.689,2,0.938,2,0.241,0.692,0.643
3,YES,-,296.77581,0.993,2.27,0.98,1,0.987,4,0.887,85.11,0.831,4,0.97,2,0.938,1,0.64,0.895,0.877
4,YES,-,311.37494,0.998,4.105,0.833,1,0.987,4,0.887,47.56,0.992,6,0.689,2,0.938,1,0.64,0.859,0.816
5,YES,-,297.34836,0.994,3.414,0.97,1,0.987,4,0.887,47.56,0.992,5,0.848,2,0.938,1,0.64,0.899,0.859
6,YES,-,397.24042,0.587,3.376,0.974,0,0.592,5,0.726,78.05,0.889,5,0.848,2,0.938,1,0.64,0.76,0.723
7,YES,-,322.3513,0.98,3.049,0.996,0,0.592,4,0.887,68.81,0.951,6,0.689,2,0.938,2,0.241,0.724,0.605
8,YES,-,276.32922,0.933,2.609,0.997,1,0.987,3,0.985,67.29,0.959,5,0.848,2,0.938,1,0.64,0.903,0.853
9,YES,-,339.4314,0.921,2.576,0.996,1,0.987,4,0.887,44.81,0.981,6,0.689,2,0.938,0,0.842,0.899,0.879
10,YES,-,375.41714,0.721,4.609,0.644,1,0.987,4,0.887,56.79,0.997,7,0.533,3,0.257,1,0.64,0.659,0.613
11,YES,-,332.34782,0.95,2.385,0.988,1,0.987,4,0.887,48.47,0.994,4,0.97,2,0.938,0,0.842,0.943,0.934
12,YES,-,287.78392,0.974,4.749,0.582,1,0.987,2,0.93,29.1,0.803,6,0.689,2,0.938,1,0.64,0.803,0.777
13,YES,-,309.3773,0.999,4.374,0.74,2,0.792,2,0.93,32.26,0.856,5,0.848,3,0.257,0,0.842,0.735,0.733
14,YES,-,273.30214,0.92,3.331,0.979,1,0.987,3,0.985,38.33,0.933,6,0.689,2,0.938,1,0.64,0.873,0.82
15,YES,-,369.25736,0.759,4.446,0.712,1,0.987,2,0.93,54.4,1,4,0.97,2,0.938,4,0.027,0.575,0.375
16,YES,-,309.76308,0.999,3.627,0.942,2,0.792,3,0.985,41.48,0.96,6,0.689,2,0.938,0,0.842,0.887,0.856
17,YES,-,354.44274,0.846,3.42,0.97,0,0.592,5,0.726,42.01,0.964,7,0.533,2,0.938,1,0.64,0.758,0.713
18,YES,-,343.85048,0.901,3.736,0.923,1,0.987,3,0.985,35.58,0.902,4,0.97,2,0.938,0,0.842,0.93,0.918
19,YES,-,301.37844,0.998,3.836,0.903,1,0.987,2,0.93,54.4,1,5,0.848,2,0.938,2,0.241,0.794,0.674
20,YES,-,287.35186,0.973,3.829,0.905,1,0.987,2,0.93,54.4,1,4,0.97,2,0.938,2,0.241,0.806,0.686
21,YES,-,238.2414,0.704,2.394,0.988,1,0.987,4,0.887,64.67,0.972,1,0.637,2,0.938,2,0.241,0.735,0.612
22,YES,-,238.2414,0.704,2.394,0.988,1,0.987,4,0.887,64.67,0.972,1,0.637,2,0.938,2,0.241,0.735,0.612
23,YES,-,242.33936,0.733,3.039,0.996,2,0.792,2,0.93,75.17,0.91,4,0.97,2,0.938,2,0.241,0.757,0.638
24,YES,-,415.41977,0.483,2.026,0.959,2,0.792,6,0.525,128.14,0.403,5,0.848,3,0.257,0,0.842,0.588,0.656
25,YES,-,345.35998,0.894,2.097,0.966,1,0.987,4,0.887,44.81,0.981,6,0.689,1,0.827,0,0.842,0.879,0.858
26,YES,-,345.35998,0.894,2.097,0.966,1,0.987,4,0.887,44.81,0.981,6,0.689,1,0.827,0,0.842,0.879,0.858
27,YES,-,393.40278,0.61,3.66,0.937,1,0.987,4,0.887,44.81,0.981,5,0.848,2,0.938,0,0.842,0.87,0.842
28,YES,-,265.05169,0.877,1.209,0.824,1,0.987,4,0.887,61.03,0.986,1,0.637,1,0.827,1,0.64,0.823,0.775
29,YES,-,433.45982,0.392,2.843,1,2,0.792,7,0.332,121.36,0.467,8,0.4,4,0.035,1,0.64,0.379,0.41
30,YES,-,290.27466,0.981,0.802,0.72,3,0.379,5,0.726,105.33,0.632,5,0.848,2,0.938,0,0.842,0.732,0.755
31,YES,-,493.57797,0.188,4.1,0.834,1,0.987,7,0.332,128.78,0.397,6,0.689,4,0.035,1,0.64,0.364,0.4
32,YES,-,341.40421,0.913,3.371,0.975,3,0.379,6,0.525,95.34,0.734,7,0.533,2,0.938,1,0.64,0.672,0.668
33,YES,-,216.23587,0.551,2.034,0.96,2,0.792,3,0.985,61.69,0.984,2,0.87,1,0.827,0,0.842,0.839,0.795
34,YES,-,216.23587,0.551,2.034,0.96,2,0.792,3,0.985,61.69,0.984,2,0.87,1,0.827,0,0.842,0.839,0.795
35,YES,-,377.82862,0.706,3.322,0.979,1,0.987,6,0.525,134.35,0.348,3,0.993,4,0.035,0,0.842,0.495,0.581
36,YES,-,251.30811,0.793,0.423,0.606,1,0.987,4,0.887,100.94,0.678,4,0.97,2,0.938,0,0.842,0.827,0.85
37,YES,-,251.19556,0.793,0.312,0.57,4,0.147,6,0.525,138.15,0.317,3,0.993,1,0.827,0,0.842,0.544,0.609
38,YES,-,426.46886,0.426,1.428,0.87,2,0.792,6,0.525,159.07,0.183,4,0.97,3,0.257,2,0.241,0.45,0.474
39,YES,-,491.51573,0.193,2.635,0.998,2,0.792,7,0.332,144.25,0.272,7,0.533,3,0.257,3,0.082,0.334,0.294
40,YES,-,321.33,0.982,3.178,0.99,1,0.987,5,0.726,94.3,0.745,4,0.97,3,0.257,0,0.842,0.758,0.796
41,YES,-,266.34092,0.884,3.495,0.961,1,0.987,4,0.887,75.59,0.907,4,0.97,2,0.938,0,0.842,0.921,0.919
42,YES,-,316.35654,0.992,2.931,0.999,1,0.987,5,0.726,84.82,0.834,3,0.993,3,0.257,0,0.842,0.773,0.803
43,YES,-,487.332,0.203,4.767,0.574,2,0.792,5,0.726,93.72,0.75,9,0.293,3,0.257,1,0.64,0.471,0.425
44,YES,-,487.332,0.203,4.767,0.574,2,0.792,5,0.726,93.72,0.75,9,0.293,3,0.257,1,0.64,0.471,0.425
45,YES,-,233.30945,0.669,0.876,0.741,1,0.987,2,0.93,46.92,0.99,1,0.637,1,0.827,0,0.842,0.818,0.782
46,YES,-,355.3581,0.841,2.941,0.999,0,0.592,5,0.726,56.07,0.998,5,0.848,2,0.938,0,0.842,0.837,0.825
47,YES,-,355.3581,0.841,2.941,0.999,0,0.592,5,0.726,56.07,0.998,5,0.848,2,0.938,0,0.842,0.837,0.825
48,YES,-,355.3581,0.841,2.941,0.999,0,0.592,5,0.726,56.07,0.998,5,0.848,2,0.938,0,0.842,0.837,0.825
49,YES,-,352.38864,0.857,4.498,0.691,0,0.592,3,0.985,52.19,1,4,0.97,5,0.012,1,0.64,0.476,0.448
50,YES,-,341.40091,0.913,3.735,0.924,1,0.987,5,0.726,64.63,0.972,10,0.212,2,0.938,2,0.241,0.64,0.527
51,YES,-,321.39135,0.982,1.849,0.938,0,0.592,5,0.726,84.08,0.84,6,0.689,1,0.827,1,0.64,0.768,0.747
52,YES,-,453.55057,0.308,3.452,0.966,1,0.987,6,0.525,102.1,0.666,7,0.533,2,0.938,1,0.64,0.652,0.644
53,YES,-,453.55057,0.308,3.452,0.966,1,0.987,6,0.525,102.1,0.666,7,0.533,2,0.938,1,0.64,0.652,0.644
54,YES,-,453.55057,0.308,3.452,0.966,1,0.987,6,0.525,102.1,0.666,7,0.533,2,0.938,1,0.64,0.652,0.644
55,YES,-,345.38794,0.894,3.768,0.917,1,0.987,4,0.887,82.91,0.85,3,0.993,2,0.938,0,0.842,0.912,0.918
56,YES,-,375.43868,0.721,4.642,0.629,1,0.987,2,0.93,39.56,0.945,7,0.533,3,0.257,1,0.64,0.656,0.611
57,YES,-,261.34269,0.856,3.406,0.971,0,0.592,4,0.887,73.08,0.925,4,0.97,2,0.938,1,0.64,0.834,0.79
58,YES,-,264.28198,0.873,2.659,0.998,1,0.987,4,0.887,73.8,0.92,2,0.87,3,0.257,0,0.842,0.776,0.772
59,YES,-,311.37823,0.998,2.967,0.998,2,0.792,4,0.887,59.31,0.991,6,0.689,3,0.257,0,0.842,0.753,0.735
60,YES,-,311.37823,0.998,2.967,0.998,2,0.792,4,0.887,59.31,0.991,6,0.689,3,0.257,0,0.842,0.753,0.735
61,YES,-,335.44599,0.938,3.605,0.946,1,0.987,4,0.887,45.98,0.986,6,0.689,3,0.257,0,0.842,0.762,0.747
62,YES,-,286.73793,0.971,1.798,0.931,1,0.987,5,0.726,99.25,0.695,3,0.993,2,0.938,0,0.842,0.878,0.927
63,YES,-,378.42605,0.702,2.166,0.972,1,0.987,6,0.525,140.76,0.297,5,0.848,3,0.257,1,0.64,0.59,0.674
64,YES,-,378.42605,0.702,2.166,0.972,1,0.987,6,0.525,140.76,0.297,5,0.848,3,0.257,1,0.64,0.59,0.674
65,YES,-,378.42605,0.702,2.166,0.972,1,0.987,6,0.525,140.76,0.297,5,0.848,3,0.257,1,0.64,0.59,0.674
66,YES,-,315.38188,0.993,4.447,0.711,1,0.987,2,0.93,38.33,0.933,6,0.689,2,0.938,0,0.842,0.87,0.855
67,YES,-,315.38188,0.993,4.447,0.711,1,0.987,2,0.93,38.33,0.933,6,0.689,2,0.938,0,0.842,0.87,0.855
68,YES,-,315.38188,0.993,4.447,0.711,1,0.987,2,0.93,38.33,0.933,6,0.689,2,0.938,0,0.842,0.87,0.855
69,YES,-,326.39125,0.969,2.381,0.987,1,0.987,6,0.525,132.74,0.362,3,0.993,1,0.827,1,0.64,0.744,0.848
70,YES,-,454.46264,0.304,3.435,0.968,2,0.792,5,0.726,101.96,0.667,8,0.4,2,0.938,0,0.842,0.659,0.636
71,YES,-,262.30762,0.862,1.185,0.819,1,0.987,4,0.887,96.15,0.726,3,0.993,1,0.827,0,0.842,0.864,0.884
72,YES,-,262.30762,0.862,1.185,0.819,1,0.987,4,0.887,96.15,0.726,3,0.993,1,0.827,0,0.842,0.864,0.884
73,YES,-,262.30762,0.862,1.185,0.819,1,0.987,4,0.887,96.15,0.726,3,0.993,1,0.827,0,0.842,0.864,0.884
74,YES,-,429.47111,0.411,1.635,0.907,2,0.792,5,0.726,98.09,0.707,4,0.97,1,0.827,0,0.842,0.752,0.758
75,YES,-,437.51142,0.374,2.366,0.986,0,0.592,5,0.726,109.74,0.586,9,0.293,3,0.257,3,0.082,0.393,0.29
76,YES,-,437.51142,0.374,2.366,0.986,0,0.592,5,0.726,109.74,0.586,9,0.293,3,0.257,3,0.082,0.393,0.29
77,YES,-,177.19984,0.322,2.418,0.989,0,0.592,2,0.93,29.54,0.811,2,0.87,1,0.827,0,0.842,0.736,0.694
78,YES,-,406.45432,0.533,3.686,0.933,1,0.987,5,0.726,115.81,0.523,4,0.97,3,0.257,3,0.082,0.498,0.403
79,YES,-,341.40906,0.913,4.609,0.644,1,0.987,4,0.887,66,0.966,5,0.848,4,0.035,0,0.842,0.577,0.576
80,YES,-,396.50585,0.591,3.519,0.958,1,0.987,4,0.887,89.84,0.788,5,0.848,3,0.257,0,0.842,0.719,0.714
81,YES,-,396.50585,0.591,3.519,0.958,1,0.987,4,0.887,89.84,0.788,5,0.848,3,0.257,0,0.842,0.719,0.714
82,YES,-,396.50255,0.591,3.801,0.91,1,0.987,3,0.985,82.94,0.85,5,0.848,3,0.257,0,0.842,0.731,0.712
83,YES,-,281.39378,0.954,0.085,0.498,1,0.987,3,0.985,52.65,1,4,0.97,0,0.472,0,0.842,0.806,0.794
84,YES,-,381.42501,0.684,1.676,0.914,0,0.592,6,0.525,79.81,0.875,7,0.533,2,0.938,3,0.082,0.537,0.412
85,YES,-,427.94368,0.419,3.942,0.878,0,0.592,3,0.985,62.83,0.98,5,0.848,3,0.257,0,0.842,0.665,0.619
86,YES,-,425.49742,0.431,3.307,0.981,0,0.592,5,0.726,89.13,0.794,5,0.848,2,0.938,3,0.082,0.558,0.417
87,YES,-,391.54739,0.621,3.475,0.964,0,0.592,3,0.985,91.07,0.776,5,0.848,2,0.938,0,0.842,0.808,0.781
88,YES,-,428.47976,0.416,4.544,0.671,0,0.592,5,0.726,76.56,0.9,6,0.689,3,0.257,3,0.082,0.446,0.327
89,YES,-,386.89682,0.65,1.364,0.858,1,0.987,4,0.887,81.34,0.863,3,0.993,1,0.827,0,0.842,0.857,0.85
90,YES,-,218.21199,0.564,-0.593,0.303,2,0.792,4,0.887,88.32,0.802,2,0.87,1,0.827,0,0.842,0.701,0.694
91,YES,-,286.28596,0.97,0.638,0.672,1,0.987,6,0.525,100.94,0.678,4,0.97,1,0.827,0,0.842,0.792,0.871
92,YES,-,286.28596,0.97,0.638,0.672,1,0.987,6,0.525,100.94,0.678,4,0.97,1,0.827,0,0.842,0.792,0.871
93,YES,-,396.52248,0.591,4.666,0.619,2,0.792,3,0.985,67.43,0.958,10,0.212,2,0.938,1,0.64,0.657,0.574
94,YES,-,416.426,0.477,4.035,0.853,2,0.792,3,0.985,93.71,0.751,8,0.4,4,0.035,1,0.64,0.463,0.425
95,YES,-,327.37588,0.966,4.142,0.821,0,0.592,1,0.233,33.45,0.874,2,0.87,4,0.035,0,0.842,0.471,0.545
96,YES,-,339.36841,0.922,2.667,0.999,0,0.592,6,0.525,96.63,0.722,1,0.637,1,0.827,1,0.64,0.717,0.73
97,YES,-,482.55371,0.215,0.814,0.723,2,0.792,8,0.191,196.68,0.067,6,0.689,2,0.938,0,0.842,0.414,0.603
98,YES,-,431.93237,0.399,4.567,0.662,0,0.592,3,0.985,75.97,0.905,4,0.97,3,0.257,0,0.842,0.643,0.607
99,YES,-,493.98359,0.187,2.863,1,1,0.987,6,0.525,134.44,0.347,7,0.533,3,0.257,0,0.842,0.5,0.537
100,YES,-,493.98359,0.187,2.863,1,1,0.987,6,0.525,134.44,0.347,7,0.533,3,0.257,0,0.842,0.5,0.537
101,YES,-,248.30087,0.773,1.729,0.922,1,0.987,3,0.985,79.45,0.878,4,0.97,2,0.938,0,0.842,0.909,0.894
102,YES,-,248.30087,0.773,1.729,0.922,1,0.987,3,0.985,79.45,0.878,4,0.97,2,0.938,0,0.842,0.909,0.894
103,YES,-,294.32626,0.989,1.119,0.803,1,0.987,5,0.726,101.01,0.677,5,0.848,1,0.827,0,0.842,0.831,0.876
104,YES,-,280.29632,0.95,3.289,0.982,1,0.987,2,0.93,41.99,0.964,2,0.87,3,0.257,0,0.842,0.792,0.782
105,YES,-,347.42864,0.883,2.963,0.998,0,0.592,4,0.887,72.06,0.931,5,0.848,2,0.938,1,0.64,0.827,0.78
106,YES,-,347.42864,0.883,2.963,0.998,0,0.592,4,0.887,72.06,0.931,5,0.848,2,0.938,1,0.64,0.827,0.78
107,YES,-,290.36069,0.981,2.29,0.982,1,0.987,3,0.985,95.68,0.731,3,0.993,3,0.257,0,0.842,0.787,0.801
108,YES,-,290.36069,0.981,2.29,0.982,1,0.987,3,0.985,95.68,0.731,3,0.993,3,0.257,0,0.842,0.787,0.801
109,YES,-,475.75468,0.234,4.806,0.556,1,0.987,4,0.887,35.94,0.907,7,0.533,2,0.938,0,0.842,0.676,0.624
110,YES,-,475.75468,0.234,4.806,0.556,1,0.987,4,0.887,35.94,0.907,7,0.533,2,0.938,0,0.842,0.676,0.624
111,YES,-,282.29726,0.957,2.203,0.975,1,0.987,6,0.525,110.65,0.576,1,0.637,1,0.827,0,0.842,0.77,0.845
112,YES,-,269.33825,0.9,3.069,0.995,1,0.987,1,0.233,42.24,0.966,2,0.87,2,0.938,0,0.842,0.78,0.894
113,YES,-,327.62577,0.966,2.116,0.968,0,0.592,3,0.985,58.65,0.993,4,0.97,1,0.827,1,0.64,0.852,0.796
114,YES,-,351.60412,0.862,1.977,0.953,1,0.987,3,0.985,80.58,0.869,4,0.97,2,0.938,1,0.64,0.893,0.855
115,YES,-,290.31265,0.981,4.915,0.507,0,0.592,2,0.93,39.44,0.944,2,0.87,3,0.257,2,0.241,0.586,0.496
116,YES,-,311.18487,0.998,1.487,0.882,1,0.987,4,0.887,76.67,0.9,4,0.97,1,0.827,1,0.64,0.879,0.855
117,YES,-,351.4454,0.862,1.892,0.944,0,0.592,5,0.726,52.57,1,3,0.993,2,0.938,0,0.842,0.851,0.845
118,YES,-,351.4454,0.862,1.892,0.944,0,0.592,5,0.726,52.57,1,3,0.993,2,0.938,0,0.842,0.851,0.845
119,YES,-,284.28502,0.964,2.477,0.992,1,0.987,2,0.93,55.13,0.999,3,0.993,3,0.257,0,0.842,0.812,0.803
120,YES,-,351.37752,0.863,2.29,0.982,0,0.592,5,0.726,62.22,0.982,2,0.87,3,0.257,0,0.842,0.714,0.709
121,YES,-,320.36018,0.985,4.025,0.856,0,0.592,2,0.93,33.2,0.87,1,0.637,3,0.257,0,0.842,0.697,0.678
122,YES,-,284.39596,0.964,3.074,0.995,1,0.987,2,0.93,41.99,0.964,3,0.993,1,0.827,0,0.842,0.936,0.927
123,YES,-,304.3856,1,4.201,0.802,1,0.987,2,0.93,41.99,0.964,3,0.993,3,0.257,0,0.842,0.79,0.788
124,YES,-,261.3427,0.856,2.29,0.982,1,0.987,3,0.985,83.12,0.848,3,0.993,2,0.938,0,0.842,0.927,0.92
125,YES,-,337.41551,0.93,3.44,0.968,1,0.987,3,0.985,68.02,0.955,3,0.993,2,0.938,0,0.842,0.948,0.933
126,YES,-,248.3208,0.773,1.61,0.903,0,0.592,3,0.985,42.43,0.967,2,0.87,1,0.827,0,0.842,0.836,0.798
127,YES,-,317.42258,0.99,2.949,0.999,2,0.792,3,0.985,58.56,0.993,3,0.993,1,0.827,0,0.842,0.924,0.901
128,YES,-,398.24212,0.581,4.564,0.663,1,0.987,4,0.887,75,0.912,5,0.848,3,0.257,0,0.842,0.698,0.684
129,YES,-,398.24212,0.581,4.564,0.663,1,0.987,4,0.887,75,0.912,5,0.848,3,0.257,0,0.842,0.698,0.684
130,YES,-,277.32049,0.938,3.151,0.991,1,0.987,2,0.93,60.91,0.986,3,0.993,3,0.257,0,0.842,0.807,0.799
131,YES,-,291.34708,0.983,3.269,0.984,1,0.987,2,0.93,46.92,0.99,3,0.993,3,0.257,0,0.842,0.812,0.805
132,YES,-,291.34708,0.983,3.269,0.984,1,0.987,2,0.93,46.92,0.99,3,0.993,3,0.257,0,0.842,0.812,0.805
133,YES,-,271.37727,0.911,3.633,0.941,0,0.592,1,0.233,48.55,0.995,2,0.87,2,0.938,0,0.842,0.73,0.822
134,YES,-,391.34384,0.622,3.449,0.967,2,0.792,4,0.887,84.21,0.839,7,0.533,3,0.257,0,0.842,0.671,0.646
135,YES,-,363.47762,0.794,2.688,0.999,0,0.592,4,0.887,128.02,0.404,3,0.993,3,0.257,0,0.842,0.66,0.708
136,YES,-,356.48176,0.835,3.262,0.984,0,0.592,3,0.985,49,0.996,3,0.993,2,0.938,0,0.842,0.884,0.848
137,YES,-,320.36354,0.985,2.805,1,1,0.987,5,0.726,95.95,0.728,5,0.848,2,0.938,0,0.842,0.875,0.913
138,YES,-,320.36354,0.985,2.266,0.98,1,0.987,5,0.726,95.95,0.728,5,0.848,2,0.938,0,0.842,0.873,0.911
139,YES,-,287.37667,0.973,2.949,0.999,0,0.592,3,0.985,62.68,0.98,1,0.637,1,0.827,0,0.842,0.839,0.797
140,YES,-,287.37667,0.973,2.949,0.999,0,0.592,3,0.985,62.68,0.98,1,0.637,1,0.827,0,0.842,0.839,0.797
141,YES,-,298.3381,0.995,0.789,0.716,1,0.987,5,0.726,124.19,0.44,4,0.97,2,0.938,0,0.842,0.803,0.893
142,YES,-,298.3381,0.995,0.789,0.716,1,0.987,5,0.726,124.19,0.44,4,0.97,2,0.938,0,0.842,0.803,0.893
143,YES,-,339.84032,0.92,3.247,0.985,1,0.987,4,0.887,70.68,0.94,6,0.689,2,0.938,0,0.842,0.893,0.877
144,YES,-,281.3308,0.953,0.909,0.75,1,0.987,4,0.887,83.82,0.842,5,0.848,2,0.938,0,0.842,0.878,0.883
145,YES,-,202.2309,0.46,-1.503,0.136,1,0.987,3,0.985,74.86,0.913,2,0.87,0,0.472,0,0.842,0.61,0.592
146,YES,-,345.45911,0.893,3.241,0.986,0,0.592,4,0.887,61.89,0.983,5,0.848,2,0.938,0,0.842,0.862,0.834
147,YES,-,349.21126,0.874,5.117,0.418,2,0.792,3,0.985,65.97,0.966,5,0.848,3,0.257,0,0.842,0.688,0.672
148,YES,-,375.42374,0.721,1.915,0.946,0,0.592,6,0.525,64.78,0.971,5,0.848,4,0.035,0,0.842,0.517,0.531
149,YES,-,375.42374,0.721,1.915,0.946,0,0.592,6,0.525,64.78,0.971,5,0.848,4,0.035,0,0.842,0.517,0.531
150,YES,-,375.42374,0.721,1.915,0.946,0,0.592,6,0.525,64.78,0.971,5,0.848,4,0.035,0,0.842,0.517,0.531
151,YES,-,369.8447,0.756,3.073,0.995,0,0.592,5,0.726,47.48,0.992,5,0.848,3,0.257,0,0.842,0.702,0.691
152,YES,-,246.33136,0.76,1.475,0.879,1,0.987,4,0.887,66.98,0.961,3,0.993,2,0.938,0,0.842,0.903,0.89
153,YES,-,244.31547,0.746,1.457,0.876,1,0.987,3,0.985,70.45,0.941,3,0.993,3,0.257,0,0.842,0.774,0.758
154,YES,-,420.57031,0.456,3.525,0.957,1,0.987,4,0.887,76.71,0.899,5,0.848,3,0.257,0,0.842,0.708,0.685
155,YES,-,339.38344,0.922,4.743,0.584,0,0.592,4,0.887,93.48,0.753,5,0.848,3,0.257,1,0.64,0.644,0.627
156,YES,-,390.46994,0.628,5.583,0.246,1,0.987,4,0.887,92.59,0.762,6,0.689,3,0.257,1,0.64,0.573,0.556
157,YES,-,417.49528,0.472,5.034,0.454,1,0.987,5,0.726,105.48,0.63,7,0.533,3,0.257,2,0.241,0.488,0.428
158,YES,-,401.42968,0.562,4.785,0.565,1,0.987,5,0.726,89.41,0.792,7,0.533,3,0.257,2,0.241,0.527,0.454
159,YES,-,349.44936,0.873,3.678,0.934,1,0.987,4,0.887,80.18,0.872,6,0.689,3,0.257,2,0.241,0.635,0.544
160,YES,-,349.44936,0.873,3.678,0.934,1,0.987,4,0.887,80.18,0.872,6,0.689,3,0.257,2,0.241,0.635,0.544
161,YES,-,371.27264,0.747,4.217,0.797,2,0.792,3,0.985,98.67,0.701,5,0.848,2,0.938,1,0.64,0.799,0.77
162,YES,-,272.38694,0.915,2.905,0.999,2,0.792,3,0.985,98.66,0.701,6,0.689,1,0.827,1,0.64,0.808,0.779
163,YES,-,375.25965,0.722,3.406,0.971,2,0.792,3,0.985,58.2,0.994,6,0.689,2,0.938,1,0.64,0.83,0.761
164,YES,-,323.38894,0.978,3.555,0.953,1,0.987,3,0.985,58.22,0.994,6,0.689,3,0.257,0,0.842,0.778,0.754
165,YES,-,224.70986,0.609,3.71,0.928,1,0.987,2,0.93,53.98,1,3,0.993,2,0.938,2,0.241,0.764,0.638
166,YES,-,292.759,0.986,4.882,0.522,1,0.987,2,0.93,53.98,1,3,0.993,3,0.257,1,0.64,0.726,0.699
167,YES,-,188.22908,0.378,1.947,0.95,2,0.792,3,0.985,67.59,0.958,2,0.87,2,0.938,0,0.842,0.81,0.756
168,YES,-,222.32988,0.592,3.087,0.994,2,0.792,3,0.985,67.59,0.958,4,0.97,1,0.827,0,0.842,0.859,0.822
169,YES,-,369.45892,0.758,4.529,0.678,0,0.592,2,0.93,38.13,0.931,4,0.97,4,0.035,0,0.842,0.542,0.53
170,YES,-,309.36236,0.999,2.938,0.999,2,0.792,3,0.985,67,0.961,6,0.689,3,0.257,0,0.842,0.76,0.735
171,YES,-,328.407,0.963,4.928,0.501,1,0.987,2,0.93,38.04,0.93,4,0.97,4,0.035,0,0.842,0.573,0.577
172,YES,-,280.3642,0.95,3.965,0.872,0,0.592,2,0.93,27.05,0.765,5,0.848,3,0.257,0,0.842,0.709,0.707
173,YES,-,456.53292,0.297,4.312,0.763,0,0.592,5,0.726,76.56,0.9,9,0.293,3,0.257,3,0.082,0.39,0.272
174,YES,-,490.52767,0.195,3.986,0.867,0,0.592,7,0.332,131.11,0.376,9,0.293,3,0.257,5,0.009,0.231,0.146
175,YES,-,422.51669,0.446,3.833,0.904,0,0.592,5,0.726,66.92,0.961,10,0.212,2,0.938,4,0.027,0.415,0.252
176,YES,-,441.53988,0.356,4.272,0.778,0,0.592,4,0.887,85.2,0.83,7,0.533,3,0.257,0,0.842,0.586,0.548
177,YES,-,478.02396,0.228,5.008,0.465,0,0.592,4,0.887,100.3,0.684,7,0.533,3,0.257,0,0.842,0.507,0.477
178,YES,-,339.4497,0.921,2.132,0.969,0,0.592,4,0.887,72.06,0.931,6,0.689,1,0.827,0,0.842,0.822,0.796
179,YES,-,359.43934,0.818,2.471,0.992,0,0.592,3,0.985,75.97,0.905,5,0.848,2,0.938,1,0.64,0.826,0.77
180,YES,-,403.51014,0.55,3.941,0.878,0,0.592,3,0.985,62.83,0.98,5,0.848,2,0.938,0,0.842,0.81,0.76
181,YES,-,313.32959,0.996,1.266,0.837,2,0.792,6,0.525,153.34,0.214,6,0.689,1,0.827,2,0.241,0.564,0.595
182,YES,-,258.29746,0.838,0.67,0.681,1,0.987,5,0.726,119.29,0.488,6,0.689,1,0.827,2,0.241,0.638,0.594
183,YES,-,405.83374,0.536,4.889,0.519,1,0.987,4,0.887,84.22,0.839,7,0.533,4,0.035,0,0.842,0.487,0.474
184,YES,-,351.35598,0.863,3.585,0.949,1,0.987,6,0.525,89.54,0.791,6,0.689,3,0.257,0,0.842,0.687,0.73
185,YES,-,319.35718,0.987,4.001,0.863,1,0.987,4,0.887,71.08,0.937,6,0.689,3,0.257,0,0.842,0.754,0.745
186,YES,-,319.35718,0.987,4.001,0.863,1,0.987,4,0.887,71.08,0.937,6,0.689,3,0.257,0,0.842,0.754,0.745
187,YES,-,255.31497,0.819,3.119,0.993,1,0.987,3,0.985,61.85,0.983,5,0.848,2,0.938,0,0.842,0.922,0.892
188,YES,-,279.29332,0.946,3.357,0.976,1,0.987,3,0.985,74.99,0.912,4,0.97,3,0.257,0,0.842,0.802,0.795
189,YES,-,315.36848,0.993,4.321,0.76,1,0.987,3,0.985,61.85,0.983,5,0.848,3,0.257,0,0.842,0.777,0.762
190,YES,-,317.3413,0.99,4.085,0.839,1,0.987,4,0.887,71.08,0.937,5,0.848,3,0.257,0,0.842,0.771,0.769
191,YES,-,317.3413,0.99,4.085,0.839,1,0.987,4,0.887,71.08,0.937,5,0.848,3,0.257,0,0.842,0.771,0.769
192,YES,-,312.15134,0.997,3.405,0.971,1,0.987,4,0.887,71.08,0.937,5,0.848,2,0.938,0,0.842,0.924,0.918
193,YES,-,312.15134,0.997,3.405,0.971,1,0.987,4,0.887,71.08,0.937,5,0.848,2,0.938,0,0.842,0.924,0.918
194,YES,-,371.38868,0.746,4.012,0.86,1,0.987,4,0.887,84.22,0.839,7,0.533,4,0.035,0,0.842,0.541,0.532
195,YES,-,359.42103,0.818,4.76,0.577,0,0.592,4,0.887,62.29,0.982,5,0.848,3,0.257,0,0.842,0.678,0.659
196,YES,-,499.56096,0.175,2.206,0.975,1,0.987,6,0.525,106.37,0.621,6,0.689,1,0.827,1,0.64,0.613,0.602
197,YES,-,499.56096,0.175,2.206,0.975,1,0.987,6,0.525,106.37,0.621,6,0.689,1,0.827,1,0.64,0.613,0.602
198,YES,-,471.53423,0.247,1.972,0.953,2,0.792,6,0.525,142.88,0.282,4,0.97,2,0.938,0,0.842,0.617,0.698
